RNAseq	miRNAseq	validated_c	predicted_c	normalized_counts_RNA_vs_miRNA_normalized_counts_correlation	Eigengene_RNA_vs_miRNA_Eigengene_correlation	Eigengene_RNA_vs_miRNA_hub_1_correlation	Eigengene_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_Eigengene_correlation	hub_1_RNA_vs_miRNA_hub_1_correlation	Target_SYMBOL	miRNA_name
ENSMUSG00000022237	MIMAT0000154	0	6	0.37	0.12	0.06	0.49	0.51	0.04	0.02	Ankrd33b	mmu-miR-142a-5p
ENSMUSG00000022237	MIMAT0000158	0	0	0.7	0.46	0.36	0.81	0.84	0.51	0.48	Ankrd33b	mmu-miR-146a-5p
ENSMUSG00000022237	MIMAT0000165	1	4	0.61	0.46	0.36	0.86	0.88	0.51	0.48	Ankrd33b	mmu-miR-155-5p
ENSMUSG00000022257	MIMAT0000154	0	0	-0.4	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Laptm4b	mmu-miR-142a-5p
ENSMUSG00000022257	MIMAT0000158	0	0	-0.43	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Laptm4b	mmu-miR-146a-5p
ENSMUSG00000022257	MIMAT0000165	1	2	-0.49	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Laptm4b	mmu-miR-155-5p
ENSMUSG00000022261	MIMAT0000154	0	4	-0.55	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Sdc2	mmu-miR-142a-5p
ENSMUSG00000022261	MIMAT0000158	0	0	-0.59	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Sdc2	mmu-miR-146a-5p
ENSMUSG00000022261	MIMAT0000165	0	0	-0.73	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Sdc2	mmu-miR-155-5p
ENSMUSG00000022309	MIMAT0000154	0	0	0.72	0.39	0.44	0.89	0.85	0.41	0.42	Angpt1	mmu-miR-142a-5p
ENSMUSG00000022309	MIMAT0000158	0	4	0.76	0.72	0.71	0.84	0.84	0.76	0.7	Angpt1	mmu-miR-146a-5p
ENSMUSG00000022309	MIMAT0000165	1	1	0.78	0.72	0.71	0.9	0.88	0.76	0.7	Angpt1	mmu-miR-155-5p
ENSMUSG00000022311	MIMAT0000154	0	5	-0.61	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Csmd3	mmu-miR-142a-5p
ENSMUSG00000022311	MIMAT0000158	0	0	-0.77	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Csmd3	mmu-miR-146a-5p
ENSMUSG00000022311	MIMAT0000165	1	3	-0.86	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Csmd3	mmu-miR-155-5p
ENSMUSG00000022321	MIMAT0000154	0	2	-0.48	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Cdh10	mmu-miR-142a-5p
ENSMUSG00000022321	MIMAT0000158	0	5	-0.68	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Cdh10	mmu-miR-146a-5p
ENSMUSG00000022321	MIMAT0000165	0	0	-0.77	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Cdh10	mmu-miR-155-5p
ENSMUSG00000022323	MIMAT0000154	0	0	0.79	0.3	0.34	0.82	0.81	0.29	0.35	Rida	mmu-miR-142a-5p
ENSMUSG00000022323	MIMAT0000158	0	0	0.81	0.72	0.67	0.92	0.93	0.73	0.68	Rida	mmu-miR-146a-5p
ENSMUSG00000022323	MIMAT0000165	1	0	0.84	0.72	0.67	0.97	0.98	0.73	0.68	Rida	mmu-miR-155-5p
ENSMUSG00000022335	MIMAT0000154	0	0	0.38	0.3	0.34	0.82	0.81	0.29	0.35	Zfat	mmu-miR-142a-5p
ENSMUSG00000022335	MIMAT0000158	0	5	0.38	0.72	0.67	0.92	0.93	0.73	0.68	Zfat	mmu-miR-146a-5p
ENSMUSG00000022335	MIMAT0000165	0	0	0.56	0.72	0.67	0.97	0.98	0.73	0.68	Zfat	mmu-miR-155-5p
ENSMUSG00000022346	MIMAT0000154	0	0	0.6	0.36	0.21	0.64	0.6	0.43	0.24	Myc	mmu-miR-142a-5p
ENSMUSG00000022346	MIMAT0000158	0	0	0.63	0.34	0.28	0.7	0.67	0.29	0.24	Myc	mmu-miR-146a-5p
ENSMUSG00000022346	MIMAT0000165	1	0	0.65	0.34	0.28	0.75	0.67	0.29	0.24	Myc	mmu-miR-155-5p
ENSMUSG00000022365	MIMAT0000154	1	5	-0.16	0.03	-0.21	-0.52	-0.48	0.02	-0.23	Derl1	mmu-miR-142a-5p
ENSMUSG00000022365	MIMAT0000158	0	0	-0.27	-0.55	-0.57	-0.55	-0.43	-0.44	-0.47	Derl1	mmu-miR-146a-5p
ENSMUSG00000022365	MIMAT0000165	1	2	-0.18	-0.55	-0.57	-0.57	-0.41	-0.44	-0.47	Derl1	mmu-miR-155-5p
ENSMUSG00000022390	MIMAT0000154	0	0	0.32	-0.04	0.06	0.57	0.56	-0.08	0.05	Zc3h7b	mmu-miR-142a-5p
ENSMUSG00000022390	MIMAT0000158	0	4	0.62	0.66	0.66	0.81	0.79	0.66	0.71	Zc3h7b	mmu-miR-146a-5p
ENSMUSG00000022390	MIMAT0000165	1	0	0.74	0.66	0.66	0.95	0.91	0.66	0.71	Zc3h7b	mmu-miR-155-5p
ENSMUSG00000022391	MIMAT0000154	0	0	0.28	0.12	0.06	0.49	0.51	0.04	0.02	Rangap1	mmu-miR-142a-5p
ENSMUSG00000022391	MIMAT0000158	0	0	0.59	0.46	0.36	0.81	0.84	0.51	0.48	Rangap1	mmu-miR-146a-5p
ENSMUSG00000022391	MIMAT0000165	1	0	0.73	0.46	0.36	0.86	0.88	0.51	0.48	Rangap1	mmu-miR-155-5p
ENSMUSG00000022400	MIMAT0000154	0	0	-0.48	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Rbx1	mmu-miR-142a-5p
ENSMUSG00000022400	MIMAT0000158	0	0	-0.6	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Rbx1	mmu-miR-146a-5p
ENSMUSG00000022400	MIMAT0000165	1	0	-0.69	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Rbx1	mmu-miR-155-5p
ENSMUSG00000022403	MIMAT0000154	0	0	-0.33	0.1	-0.1	-0.58	-0.56	0.13	-0.06	St13	mmu-miR-142a-5p
ENSMUSG00000022403	MIMAT0000158	0	0	-0.38	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	St13	mmu-miR-146a-5p
ENSMUSG00000022403	MIMAT0000165	1	1	-0.46	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	St13	mmu-miR-155-5p
ENSMUSG00000022414	MIMAT0000154	0	0	0.4	0.04	0.26	0.6	0.55	-0.02	0.17	Tab1	mmu-miR-142a-5p
ENSMUSG00000022414	MIMAT0000158	0	0	0.46	0.7	0.69	0.7	0.66	0.75	0.71	Tab1	mmu-miR-146a-5p
ENSMUSG00000022414	MIMAT0000165	1	0	0.56	0.7	0.69	0.68	0.69	0.75	0.71	Tab1	mmu-miR-155-5p
ENSMUSG00000022415	MIMAT0000154	0	0	0.4	-0.04	0.06	0.57	0.56	-0.08	0.05	Syngr1	mmu-miR-142a-5p
ENSMUSG00000022415	MIMAT0000158	0	0	0.65	0.66	0.66	0.81	0.79	0.66	0.71	Syngr1	mmu-miR-146a-5p
ENSMUSG00000022415	MIMAT0000165	1	1	0.79	0.66	0.66	0.95	0.91	0.66	0.71	Syngr1	mmu-miR-155-5p
ENSMUSG00000022420	MIMAT0000154	0	0	0.46	-0.09	0.11	0.53	0.51	-0.12	0.09	Dnal4	mmu-miR-142a-5p
ENSMUSG00000022420	MIMAT0000158	0	0	0.65	0.62	0.67	0.73	0.69	0.58	0.57	Dnal4	mmu-miR-146a-5p
ENSMUSG00000022420	MIMAT0000165	1	0	0.72	0.62	0.67	0.78	0.77	0.58	0.57	Dnal4	mmu-miR-155-5p
ENSMUSG00000022421	MIMAT0000154	0	0	0.31	-0.04	0.06	0.57	0.56	-0.08	0.05	Nptxr	mmu-miR-142a-5p
ENSMUSG00000022421	MIMAT0000158	0	0	0.71	0.66	0.66	0.81	0.79	0.66	0.71	Nptxr	mmu-miR-146a-5p
ENSMUSG00000022421	MIMAT0000165	0	0	0.7	0.66	0.66	0.95	0.91	0.66	0.71	Nptxr	mmu-miR-155-5p
ENSMUSG00000022433	MIMAT0000154	0	0	0.38	-0.09	0.11	0.53	0.51	-0.12	0.09	Csnk1e	mmu-miR-142a-5p
ENSMUSG00000022433	MIMAT0000158	0	0	0.58	0.62	0.67	0.73	0.69	0.58	0.57	Csnk1e	mmu-miR-146a-5p
ENSMUSG00000022433	MIMAT0000165	0	0	0.62	0.62	0.67	0.78	0.77	0.58	0.57	Csnk1e	mmu-miR-155-5p
ENSMUSG00000022438	MIMAT0000154	0	0	0.56	0.3	0.34	0.82	0.81	0.29	0.35	Parvb	mmu-miR-142a-5p
ENSMUSG00000022438	MIMAT0000158	0	4	0.46	0.72	0.67	0.92	0.93	0.73	0.68	Parvb	mmu-miR-146a-5p
ENSMUSG00000022438	MIMAT0000165	1	1	0.73	0.72	0.67	0.97	0.98	0.73	0.68	Parvb	mmu-miR-155-5p
ENSMUSG00000022439	MIMAT0000154	1	3	0.64	-0.04	0.06	0.57	0.56	-0.08	0.05	Parvg	mmu-miR-142a-5p
ENSMUSG00000022439	MIMAT0000158	0	0	0.72	0.66	0.66	0.81	0.79	0.66	0.71	Parvg	mmu-miR-146a-5p
ENSMUSG00000022439	MIMAT0000165	0	0	0.92	0.66	0.66	0.95	0.91	0.66	0.71	Parvg	mmu-miR-155-5p
ENSMUSG00000022443	MIMAT0000154	0	0	0.52	0.12	0.06	0.49	0.51	0.04	0.02	Myh9	mmu-miR-142a-5p
ENSMUSG00000022443	MIMAT0000158	0	0	0.77	0.46	0.36	0.81	0.84	0.51	0.48	Myh9	mmu-miR-146a-5p
ENSMUSG00000022443	MIMAT0000165	1	0	0.8	0.46	0.36	0.86	0.88	0.51	0.48	Myh9	mmu-miR-155-5p
ENSMUSG00000022450	MIMAT0000154	0	0	0.45	-0.19	0.06	0.46	0.34	-0.33	-0.1	Ndufa6	mmu-miR-142a-5p
ENSMUSG00000022450	MIMAT0000158	0	0	0.45	0.66	0.75	0.6	0.53	0.57	0.71	Ndufa6	mmu-miR-146a-5p
ENSMUSG00000022450	MIMAT0000165	1	0	0.65	0.66	0.75	0.76	0.69	0.57	0.71	Ndufa6	mmu-miR-155-5p
ENSMUSG00000022462	MIMAT0000154	1	2	-0.23	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Slc38a2	mmu-miR-142a-5p
ENSMUSG00000022462	MIMAT0000158	1	0	-0.38	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Slc38a2	mmu-miR-146a-5p
ENSMUSG00000022462	MIMAT0000165	1	6	-0.38	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Slc38a2	mmu-miR-155-5p
ENSMUSG00000022469	MIMAT0000154	0	0	0.78	0.3	0.34	0.82	0.81	0.29	0.35	Rapgef3	mmu-miR-142a-5p
ENSMUSG00000022469	MIMAT0000158	0	0	0.83	0.72	0.67	0.92	0.93	0.73	0.68	Rapgef3	mmu-miR-146a-5p
ENSMUSG00000022469	MIMAT0000165	1	0	0.89	0.72	0.67	0.97	0.98	0.73	0.68	Rapgef3	mmu-miR-155-5p
ENSMUSG00000022472	MIMAT0000154	0	0	0.5	-0.09	0.11	0.53	0.51	-0.12	0.09	Desi1	mmu-miR-142a-5p
ENSMUSG00000022472	MIMAT0000158	0	0	0.79	0.62	0.67	0.73	0.69	0.58	0.57	Desi1	mmu-miR-146a-5p
ENSMUSG00000022472	MIMAT0000165	1	1	0.79	0.62	0.67	0.78	0.77	0.58	0.57	Desi1	mmu-miR-155-5p
ENSMUSG00000022476	MIMAT0000154	0	0	0.52	-0.19	0.06	0.46	0.34	-0.33	-0.1	Polr3h	mmu-miR-142a-5p
ENSMUSG00000022476	MIMAT0000158	0	0	0.65	0.66	0.75	0.6	0.53	0.57	0.71	Polr3h	mmu-miR-146a-5p
ENSMUSG00000022476	MIMAT0000165	1	0	0.77	0.66	0.75	0.76	0.69	0.57	0.71	Polr3h	mmu-miR-155-5p
ENSMUSG00000022488	MIMAT0000154	0	0	0.72	0.3	0.34	0.82	0.81	0.29	0.35	Nckap1l	mmu-miR-142a-5p
ENSMUSG00000022488	MIMAT0000158	0	0	0.87	0.72	0.67	0.92	0.93	0.73	0.68	Nckap1l	mmu-miR-146a-5p
ENSMUSG00000022488	MIMAT0000165	1	1	0.97	0.72	0.67	0.97	0.98	0.73	0.68	Nckap1l	mmu-miR-155-5p
ENSMUSG00000022494	MIMAT0000154	0	0	-0.43	0.35	0.11	-0.26	-0.21	0.42	0.22	Shisa9	mmu-miR-142a-5p
ENSMUSG00000022494	MIMAT0000158	0	0	-0.46	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Shisa9	mmu-miR-146a-5p
ENSMUSG00000022494	MIMAT0000165	0	0	-0.63	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Shisa9	mmu-miR-155-5p
ENSMUSG00000022500	MIMAT0000154	0	0	0.86	0.3	0.34	0.82	0.81	0.29	0.35	Litaf	mmu-miR-142a-5p
ENSMUSG00000022500	MIMAT0000158	0	0	0.68	0.72	0.67	0.92	0.93	0.73	0.68	Litaf	mmu-miR-146a-5p
ENSMUSG00000022500	MIMAT0000165	0	0	0.48	0.72	0.67	0.97	0.98	0.73	0.68	Litaf	mmu-miR-155-5p
ENSMUSG00000022508	MIMAT0000154	0	3	0.59	0.36	0.21	0.64	0.6	0.43	0.24	Bcl6	mmu-miR-142a-5p
ENSMUSG00000022508	MIMAT0000158	0	0	0.65	0.34	0.28	0.7	0.67	0.29	0.24	Bcl6	mmu-miR-146a-5p
ENSMUSG00000022508	MIMAT0000165	1	4	0.78	0.34	0.28	0.75	0.67	0.29	0.24	Bcl6	mmu-miR-155-5p
ENSMUSG00000022510	MIMAT0000154	0	5	0.09	0.25	0.02	-0.01	0.05	0.22	-0.05	Trp63	mmu-miR-142a-5p
ENSMUSG00000022510	MIMAT0000158	0	0	-0.06	-0.17	-0.2	-0.1	0.02	-0.15	-0.14	Trp63	mmu-miR-146a-5p
ENSMUSG00000022510	MIMAT0000165	1	2	-0.17	-0.17	-0.2	-0.11	0	-0.15	-0.14	Trp63	mmu-miR-155-5p
ENSMUSG00000022516	MIMAT0000154	0	0	0.5	-0.04	0.06	0.57	0.56	-0.08	0.05	Nudt16l1	mmu-miR-142a-5p
ENSMUSG00000022516	MIMAT0000158	0	0	0.64	0.66	0.66	0.81	0.79	0.66	0.71	Nudt16l1	mmu-miR-146a-5p
ENSMUSG00000022516	MIMAT0000165	1	0	0.82	0.66	0.66	0.95	0.91	0.66	0.71	Nudt16l1	mmu-miR-155-5p
ENSMUSG00000022528	MIMAT0000154	0	3	0.56	-0.04	0.06	0.57	0.56	-0.08	0.05	Hes1	mmu-miR-142a-5p
ENSMUSG00000022528	MIMAT0000158	1	0	0.65	0.66	0.66	0.81	0.79	0.66	0.71	Hes1	mmu-miR-146a-5p
ENSMUSG00000022528	MIMAT0000165	1	0	0.86	0.66	0.66	0.95	0.91	0.66	0.71	Hes1	mmu-miR-155-5p
ENSMUSG00000022533	MIMAT0000154	1	5	-0.66	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Atp13a3	mmu-miR-142a-5p
ENSMUSG00000022533	MIMAT0000158	0	0	-0.72	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Atp13a3	mmu-miR-146a-5p
ENSMUSG00000022533	MIMAT0000165	1	0	-0.86	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Atp13a3	mmu-miR-155-5p
ENSMUSG00000022548	MIMAT0000154	0	0	0.72	0.3	0.34	0.82	0.81	0.29	0.35	Apod	mmu-miR-142a-5p
ENSMUSG00000022548	MIMAT0000158	0	0	0.6	0.72	0.67	0.92	0.93	0.73	0.68	Apod	mmu-miR-146a-5p
ENSMUSG00000022548	MIMAT0000165	1	0	0.8	0.72	0.67	0.97	0.98	0.73	0.68	Apod	mmu-miR-155-5p
ENSMUSG00000022551	MIMAT0000154	0	0	0.45	-0.19	0.06	0.46	0.34	-0.33	-0.1	Cyc1	mmu-miR-142a-5p
ENSMUSG00000022551	MIMAT0000158	0	0	0.62	0.66	0.75	0.6	0.53	0.57	0.71	Cyc1	mmu-miR-146a-5p
ENSMUSG00000022551	MIMAT0000165	0	0	0.78	0.66	0.75	0.76	0.69	0.57	0.71	Cyc1	mmu-miR-155-5p
ENSMUSG00000022561	MIMAT0000154	0	0	0.76	0.3	0.34	0.82	0.81	0.29	0.35	Gpaa1	mmu-miR-142a-5p
ENSMUSG00000022561	MIMAT0000158	0	0	0.8	0.72	0.67	0.92	0.93	0.73	0.68	Gpaa1	mmu-miR-146a-5p
ENSMUSG00000022561	MIMAT0000165	1	0	0.82	0.72	0.67	0.97	0.98	0.73	0.68	Gpaa1	mmu-miR-155-5p
ENSMUSG00000022562	MIMAT0000154	0	0	0.86	0.3	0.34	0.82	0.81	0.29	0.35	Oplah	mmu-miR-142a-5p
ENSMUSG00000022562	MIMAT0000158	0	0	0.88	0.72	0.67	0.92	0.93	0.73	0.68	Oplah	mmu-miR-146a-5p
ENSMUSG00000022562	MIMAT0000165	0	0	0.73	0.72	0.67	0.97	0.98	0.73	0.68	Oplah	mmu-miR-155-5p
ENSMUSG00000022568	MIMAT0000154	0	0	0.59	-0.04	0.06	0.57	0.56	-0.08	0.05	Scrib	mmu-miR-142a-5p
ENSMUSG00000022568	MIMAT0000158	0	0	0.82	0.66	0.66	0.81	0.79	0.66	0.71	Scrib	mmu-miR-146a-5p
ENSMUSG00000022568	MIMAT0000165	0	0	0.73	0.66	0.66	0.95	0.91	0.66	0.71	Scrib	mmu-miR-155-5p
ENSMUSG00000022574	MIMAT0000154	0	0	0.81	0.39	0.44	0.89	0.85	0.41	0.42	Naprt	mmu-miR-142a-5p
ENSMUSG00000022574	MIMAT0000158	0	0	0.74	0.72	0.71	0.84	0.84	0.76	0.7	Naprt	mmu-miR-146a-5p
ENSMUSG00000022574	MIMAT0000165	1	0	0.84	0.72	0.71	0.9	0.88	0.76	0.7	Naprt	mmu-miR-155-5p
ENSMUSG00000022575	MIMAT0000154	0	0	0.54	0.3	0.34	0.82	0.81	0.29	0.35	Gsdmd	mmu-miR-142a-5p
ENSMUSG00000022575	MIMAT0000158	0	0	0.68	0.72	0.67	0.92	0.93	0.73	0.68	Gsdmd	mmu-miR-146a-5p
ENSMUSG00000022575	MIMAT0000165	1	0	0.87	0.72	0.67	0.97	0.98	0.73	0.68	Gsdmd	mmu-miR-155-5p
ENSMUSG00000022587	MIMAT0000154	0	0	0.74	0.02	0.08	0.65	0.67	0.05	0.09	Ly6e	mmu-miR-142a-5p
ENSMUSG00000022587	MIMAT0000158	0	0	0.85	0.72	0.7	0.8	0.83	0.7	0.69	Ly6e	mmu-miR-146a-5p
ENSMUSG00000022587	MIMAT0000165	0	0	0.97	0.72	0.7	0.93	0.92	0.7	0.69	Ly6e	mmu-miR-155-5p
ENSMUSG00000022601	MIMAT0000154	0	4	-0.52	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Zbtb11	mmu-miR-142a-5p
ENSMUSG00000022601	MIMAT0000158	0	0	-0.47	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Zbtb11	mmu-miR-146a-5p
ENSMUSG00000022601	MIMAT0000165	1	1	-0.69	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Zbtb11	mmu-miR-155-5p
ENSMUSG00000022607	MIMAT0000154	0	0	-0.35	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Ptk2	mmu-miR-142a-5p
ENSMUSG00000022607	MIMAT0000158	0	3	-0.42	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Ptk2	mmu-miR-146a-5p
ENSMUSG00000022607	MIMAT0000165	1	1	-0.52	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Ptk2	mmu-miR-155-5p
ENSMUSG00000022610	MIMAT0000154	0	0	-0.33	-0.19	-0.06	-0.36	-0.29	-0.11	-0.02	Mapk12	mmu-miR-142a-5p
ENSMUSG00000022610	MIMAT0000158	0	0	-0.34	-0.21	-0.08	-0.59	-0.58	-0.27	-0.16	Mapk12	mmu-miR-146a-5p
ENSMUSG00000022610	MIMAT0000165	1	0	-0.57	-0.21	-0.08	-0.64	-0.6	-0.27	-0.16	Mapk12	mmu-miR-155-5p
ENSMUSG00000022614	MIMAT0000154	0	0	0.82	0.3	0.34	0.82	0.81	0.29	0.35	Lmf2	mmu-miR-142a-5p
ENSMUSG00000022614	MIMAT0000158	0	0	0.76	0.72	0.67	0.92	0.93	0.73	0.68	Lmf2	mmu-miR-146a-5p
ENSMUSG00000022614	MIMAT0000165	1	0	0.88	0.72	0.67	0.97	0.98	0.73	0.68	Lmf2	mmu-miR-155-5p
ENSMUSG00000022620	MIMAT0000154	0	0	0.49	0.04	0.26	0.6	0.55	-0.02	0.17	Arsa	mmu-miR-142a-5p
ENSMUSG00000022620	MIMAT0000158	0	0	0.69	0.7	0.69	0.7	0.66	0.75	0.71	Arsa	mmu-miR-146a-5p
ENSMUSG00000022620	MIMAT0000165	1	0	0.74	0.7	0.69	0.68	0.69	0.75	0.71	Arsa	mmu-miR-155-5p
ENSMUSG00000022629	MIMAT0000154	0	0	-0.48	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Kif21a	mmu-miR-142a-5p
ENSMUSG00000022629	MIMAT0000158	0	0	-0.62	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Kif21a	mmu-miR-146a-5p
ENSMUSG00000022629	MIMAT0000165	0	0	-0.62	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Kif21a	mmu-miR-155-5p
ENSMUSG00000022658	MIMAT0000154	0	0	0.56	-0.19	0.06	0.46	0.34	-0.33	-0.1	Tagln3	mmu-miR-142a-5p
ENSMUSG00000022658	MIMAT0000158	0	0	0.54	0.66	0.75	0.6	0.53	0.57	0.71	Tagln3	mmu-miR-146a-5p
ENSMUSG00000022658	MIMAT0000165	1	0	0.66	0.66	0.75	0.76	0.69	0.57	0.71	Tagln3	mmu-miR-155-5p
ENSMUSG00000022664	MIMAT0000154	0	4	-0.53	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Slc35a5	mmu-miR-142a-5p
ENSMUSG00000022664	MIMAT0000158	0	0	-0.63	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Slc35a5	mmu-miR-146a-5p
ENSMUSG00000022664	MIMAT0000165	1	4	-0.8	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Slc35a5	mmu-miR-155-5p
ENSMUSG00000022665	MIMAT0000154	0	0	0.14	0.25	0.02	-0.01	0.05	0.22	-0.05	Ccdc80	mmu-miR-142a-5p
ENSMUSG00000022665	MIMAT0000158	0	0	-0.12	-0.17	-0.2	-0.1	0.02	-0.15	-0.14	Ccdc80	mmu-miR-146a-5p
ENSMUSG00000022665	MIMAT0000165	0	0	-0.08	-0.17	-0.2	-0.11	0	-0.15	-0.14	Ccdc80	mmu-miR-155-5p
ENSMUSG00000022672	MIMAT0000154	0	5	-0.43	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Prkdc	mmu-miR-142a-5p
ENSMUSG00000022672	MIMAT0000158	0	0	-0.5	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Prkdc	mmu-miR-146a-5p
ENSMUSG00000022672	MIMAT0000165	1	1	-0.69	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Prkdc	mmu-miR-155-5p
ENSMUSG00000022682	MIMAT0000154	0	0	-0.28	0.35	0.11	-0.26	-0.21	0.42	0.22	Rrn3	mmu-miR-142a-5p
ENSMUSG00000022682	MIMAT0000158	0	0	-0.37	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Rrn3	mmu-miR-146a-5p
ENSMUSG00000022682	MIMAT0000165	0	0	-0.56	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Rrn3	mmu-miR-155-5p
ENSMUSG00000022721	MIMAT0000154	0	0	0.4	-0.19	0.06	0.46	0.34	-0.33	-0.1	Trmt2a	mmu-miR-142a-5p
ENSMUSG00000022721	MIMAT0000158	0	0	0.44	0.66	0.75	0.6	0.53	0.57	0.71	Trmt2a	mmu-miR-146a-5p
ENSMUSG00000022721	MIMAT0000165	0	0	0.56	0.66	0.75	0.76	0.69	0.57	0.71	Trmt2a	mmu-miR-155-5p
ENSMUSG00000022744	MIMAT0000154	0	3	-0.24	0.12	-0.04	-0.37	-0.38	0.08	-0.09	Cldnd1	mmu-miR-142a-5p
ENSMUSG00000022744	MIMAT0000158	0	0	-0.36	-0.29	-0.35	-0.49	-0.51	-0.33	-0.38	Cldnd1	mmu-miR-146a-5p
ENSMUSG00000022744	MIMAT0000165	1	1	-0.33	-0.29	-0.35	-0.52	-0.52	-0.33	-0.38	Cldnd1	mmu-miR-155-5p
ENSMUSG00000022749	MIMAT0000154	0	0	-0.55	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Tbc1d23	mmu-miR-142a-5p
ENSMUSG00000022749	MIMAT0000158	0	0	-0.77	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Tbc1d23	mmu-miR-146a-5p
ENSMUSG00000022749	MIMAT0000165	1	4	-0.85	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Tbc1d23	mmu-miR-155-5p
ENSMUSG00000022752	MIMAT0000154	0	0	-0.38	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Tomm70a	mmu-miR-142a-5p
ENSMUSG00000022752	MIMAT0000158	0	0	-0.7	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Tomm70a	mmu-miR-146a-5p
ENSMUSG00000022752	MIMAT0000165	0	0	-0.78	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Tomm70a	mmu-miR-155-5p
ENSMUSG00000022760	MIMAT0000154	0	0	0.24	-0.04	0.06	0.57	0.56	-0.08	0.05	Thap7	mmu-miR-142a-5p
ENSMUSG00000022760	MIMAT0000158	0	0	0.58	0.66	0.66	0.81	0.79	0.66	0.71	Thap7	mmu-miR-146a-5p
ENSMUSG00000022760	MIMAT0000165	0	0	0.66	0.66	0.66	0.95	0.91	0.66	0.71	Thap7	mmu-miR-155-5p
ENSMUSG00000022761	MIMAT0000154	0	0	0.31	-0.09	0.11	0.53	0.51	-0.12	0.09	Lztr1	mmu-miR-142a-5p
ENSMUSG00000022761	MIMAT0000158	0	4	0.64	0.62	0.67	0.73	0.69	0.58	0.57	Lztr1	mmu-miR-146a-5p
ENSMUSG00000022761	MIMAT0000165	0	0	0.48	0.62	0.67	0.78	0.77	0.58	0.57	Lztr1	mmu-miR-155-5p
ENSMUSG00000022770	MIMAT0000154	0	5	-0.28	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Dlg1	mmu-miR-142a-5p
ENSMUSG00000022770	MIMAT0000158	0	4	-0.35	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Dlg1	mmu-miR-146a-5p
ENSMUSG00000022770	MIMAT0000165	0	0	-0.38	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Dlg1	mmu-miR-155-5p
ENSMUSG00000022772	MIMAT0000154	0	6	-0.53	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Senp5	mmu-miR-142a-5p
ENSMUSG00000022772	MIMAT0000158	0	0	-0.65	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Senp5	mmu-miR-146a-5p
